id,customized_loan_no,loan_application_no,branch_id,samity_id,product_id,interest_rate_id,member_id,purpose_id,interest_calculation_method,loan_amount,interest_rate,interest_rate_index,interest_amount,interest_amount_without_roundup,discount_interest_amount,insurance_guarantor_percentage,insurance_amount,total_payable_amount,number_of_installment,installment_amount,repayment_frequency,loan_period_in_month,loan_period_in_day,mode_of_interest,cycle,loan_type,first_repayment_date,is_interest_charged_if_last_repay_date_exceeds,is_authorized,disbursed_by,disburse_date,authorized_by,authorization_date,fully_paid_amount,is_loan_fully_paid,loan_fully_paid_date,current_status,loan_closing_date,loan_closing_info_verified_by,is_migrated,opening_loan_outstanding_amount,extra_installment_amount,original_loan_id,transfer_in_date,transfer_out_date,payment_type,bank_head_id,cheque_no,note,additinal_fee,loan_proposal_form_id,parent_loan_id,loan_form_fee,folio_number,member_age,last_schedule_date,disburse_phase,loan_commencement_date,law_suit,cut_off_date,audit_fee,insert_time,update_time,loan_initiator_id,loan_approver_employee_id,loan_insurance_type,sales_invoice_no,ussd_code
134,APON-030-016-0372-04,1,34,222-002,RMC-M,3,1859,Plum cultivation,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,4,R,1/21/2021,,1,1,1/3/2021,1,1/3/2021,55174,1,1/13/2022,0,1/13/2022,,1,27391,24.09,134,,,CASH,,,,0,,,5,,38,1/6/2022,,,0,,0,8/1/2021 12:06,1/15/2022 12:13,,0,0,,
135,APON-030-016-0377-12,1,34,222-003,ME-M-108,3,1861,Poltry firm,D,33000,24,0,4158,0,0,,330,37158,46,825,W,12,30,H,12,R,8/7/2014,,1,1,7/24/2014,1,7/24/2014,,0,,1,,,1,1617,16.22,135,,,CASH,,,,0,,,5,,36,6/18/2015,,,0,,0,8/1/2021 12:06,8/4/2021 9:59,,0,0,,
136,APON-030-016-0380-09,1,34,222-004,ME-M-120,3,1863,Potato cultivation,D,80000,24,0,10080,0,0,,800,90080,46,2000,W,12,30,H,9,R,12/17/2020,,1,1,12/3/2020,1,12/3/2020,90080,1,12/9/2021,0,12/9/2021,,1,39680,39.32,136,,,CASH,,,,0,,,5,,37,12/2/2021,,,0,,0,8/1/2021 12:06,12/11/2021 11:40,,0,0,,
137,APON-030-016-0383-03,1,34,222-001,SL,3,1865,Raising goats,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,3,R,8/13/2020,,1,1,7/30/2020,1,7/30/2020,55174,1,8/12/2021,0,8/12/2021,,1,3577,24.09,137,,,CASH,,,,0,,,5,,32,7/29/2021,,,0,,0,8/1/2021 12:06,8/29/2021 9:42,,0,0,,
138,APON-030-017-0386-20,1,34,222-002,JAGO-W,3,1867,Spice Plantations,D,70000,24,0,8820,0,0,,700,78820,46,1750,W,12,30,H,20,R,10/4/2020,,1,1,9/20/2020,1,9/20/2020,78820,1,8/1/2021,0,8/1/2021,,1,15190,34.41,138,,,CASH,,,,0,,,5,,44,9/19/2021,,,0,,0,8/1/2021 12:06,8/21/2021 23:32,,0,0,,
139,APON-030-017-0387-17,1,34,222-003,JAGO-M,3,1869,Vegetable cultivation,D,90000,24,0,11340,0,0,,900,101340,46,2250,W,12,30,H,17,R,2/28/2021,,1,1,2/14/2021,1,2/14/2021,101340,1,2/20/2022,0,2/20/2022,,1,65430,44.24,139,,,CASH,,,,0,,,5,,55,2/13/2022,,,0,,0,8/1/2021 12:06,2/22/2022 13:25,,0,0,,
140,APON-030-017-0389-10,1,34,222-004,RMC-W,3,1871,Wheat farming,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,10,R,8/19/2012,,1,1,8/5/2012,1,8/5/2012,10000,1,6/28/2022,0,6/28/2022,196210,1,4570,4.92,140,,,CASH,,,,0,,,5,,46,6/30/2013,,,0,,0,8/1/2021 12:06,6/28/2022 11:56,,0,0,,
141,APON-030-017-0400-13,1,34,222-001,RMC-W,3,1875,Agricultural tools,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,13,R,10/4/2020,,1,1,9/20/2020,1,9/20/2020,33780,1,11/14/2021,0,11/14/2021,,1,9390,14.75,141,,,CASH,,,,0,,,5,,51,9/19/2021,,,0,,0,8/1/2021 12:06,11/16/2021 19:46,,0,0,,
142,APON-030-017-0403-12,1,34,222-002,ME-W,3,1878,Banana cultivation,D,60000,24,0,7560,0,0,,600,67560,46,1500,W,12,30,H,12,R,3/8/2020,,1,1,2/23/2020,1,2/23/2020,,0,,1,,,1,54960,29.49,142,,,CASH,,,,0,,,5,,33,4/25/2021,,,0,,0,8/1/2021 12:06,8/11/2021 20:28,,0,0,,
143,APON-030-035-0407-10,1,34,222-003,RMC-NBL,3,1880,Betel leaf cultivation,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,10,R,1/25/2021,,1,1,1/11/2021,1,1/11/2021,55174,1,1/3/2022,0,1/3/2022,,1,27391,24.09,143,,,CASH,,,,0,,,5,,37,1/17/2022,,,0,,0,8/1/2021 12:06,1/4/2022 16:51,,0,0,,
144,APON-030-019-0411-09,1,34,222-004,ME-NBL,3,1882,Cow fattening,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,9,R,4/24/2021,,1,1,4/10/2021,1,4/10/2021,45040,1,5/7/2022,0,5/7/2022,,1,33280,19.66,144,,,CASH,,,,0,,,5,,54,5/7/2022,,,0,,0,8/1/2021 12:06,5/7/2022 18:50,,0,0,,
145,APON-030-019-0413-18,1,34,222-001,SHED,3,1884,Dairy firm,D,60000,24,0,7560,0,0,,600,67560,46,1500,W,12,30,H,18,R,8/8/2020,,1,1,7/25/2020,1,7/25/2020,67560,1,8/21/2021,0,8/21/2021,,1,7260,29.49,145,,,CASH,,,,0,,,5,,39,8/7/2021,,,0,,0,8/1/2021 12:06,8/31/2021 17:54,,0,0,,
146,APON-030-019-0415-18,1,34,222-002,RMC-M,3,1886,Fish farming,D,70000,24,0,8820,0,0,,700,78820,46,1750,W,12,30,H,18,R,6/12/2021,,1,1,5/29/2021,1,5/29/2021,78820,1,6/11/2022,0,6/11/2022,,1,65590,34.41,146,,,CASH,,,,0,,,5,,40,6/11/2022,,,0,,0,8/1/2021 12:06,6/11/2022 18:23,,0,0,,
147,APON-030-019-0421-01,1,34,222-003,ME-M-108,3,1889,Guava garden,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,1,R,5/22/2021,,1,1,5/8/2021,1,5/8/2021,33780,1,4/23/2022,0,4/23/2022,,1,26220,14.75,147,,,CASH,,,,0,,,5,,54,5/21/2022,,,0,,0,8/1/2021 12:06,6/12/2022 19:27,,0,0,,
148,APON-030-019-0425-11,1,34,222-004,ME-M-120,3,1891,Jute cultivation,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,11,R,11/21/2020,,1,1,11/7/2020,1,11/7/2020,45040,1,10/23/2021,0,10/23/2021,,1,17320,19.66,148,,,CASH,,,,0,,,5,,44,11/13/2021,,,0,,0,8/1/2021 12:06,10/24/2021 16:50,,0,0,,
149,APON-030-019-0430-09,1,34,222-001,SL,3,1894,Litchi garden,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,9,R,1/9/2021,,1,1,12/21/2020,1,12/21/2020,45040,1,1/1/2022,0,1/1/2022,,1,21520,19.66,149,,,CASH,,,,0,,,5,,32,1/1/2022,,,0,,0,8/1/2021 12:06,1/1/2022 19:41,,0,0,,
150,APON-030-019-0432-09,1,34,222-002,SL,3,2539,Mango orchard,D,79000,24,0,9954,0,0,,790,88954,46,1975,W,12,30,H,9,R,1/9/2021,,1,1,12/20/2020,1,12/20/2020,88954,1,1/1/2022,0,1/1/2022,,1,42502,38.83,150,,,CASH,,,,0,,,5,,32,1/1/2022,,,0,,0,8/1/2021 12:06,1/1/2022 19:41,,0,0,,
