id,customized_loan_no,loan_application_no,branch_id,samity_id,product_id,interest_rate_id,member_id,purpose_id,interest_calculation_method,loan_amount,interest_rate,interest_rate_index,interest_amount,interest_amount_without_roundup,discount_interest_amount,insurance_guarantor_percentage,insurance_amount,total_payable_amount,number_of_installment,installment_amount,repayment_frequency,loan_period_in_month,loan_period_in_day,mode_of_interest,cycle,loan_type,first_repayment_date,is_interest_charged_if_last_repay_date_exceeds,is_authorized,disbursed_by,disburse_date,authorized_by,authorization_date,fully_paid_amount,is_loan_fully_paid,loan_fully_paid_date,current_status,loan_closing_date,loan_closing_info_verified_by,is_migrated,opening_loan_outstanding_amount,extra_installment_amount,original_loan_id,transfer_in_date,transfer_out_date,payment_type,bank_head_id,cheque_no,note,additinal_fee,loan_proposal_form_id,parent_loan_id,loan_form_fee,folio_number,member_age,last_schedule_date,disburse_phase,loan_commencement_date,law_suit,cut_off_date,audit_fee,insert_time,update_time,loan_initiator_id,loan_approver_employee_id,loan_insurance_type,sales_invoice_no,ussd_code
450,APON-030-058-1221-14,1,34,1880,3,3,648,86,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,14,R,3/14/2021,,1,1,2/28/2021,1,2/28/2021,33780,1,3/13/2022,0,3/13/2022,,1,21180,14.75,450,,,CASH,,,,0,,,5,,32,2/27/2022,,,0,,0,8/1/2021 12:06,3/13/2022 19:00,,0,0,,
451,APON-030-058-1231-09,1,34,1880,3,3,650,1,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,9,R,2/7/2021,,1,1,1/18/2021,1,1/18/2021,33780,1,2/20/2022,0,2/20/2022,,1,19920,14.75,451,,,CASH,,,,0,,,5,,42,1/30/2022,,,0,,0,8/1/2021 12:06,2/22/2022 13:25,,0,0,,
452,APON-030-058-1233-01,1,34,1880,3,3,651,34,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,1,R,2/7/2021,,1,1,1/18/2021,1,1/18/2021,33780,1,2/20/2022,0,2/20/2022,,1,19920,14.75,452,,,CASH,,,,0,,,5,,53,1/30/2022,,,0,,0,8/1/2021 12:06,2/22/2022 13:25,,0,0,,
453,APON-030-058-1234-07,1,34,1880,3,3,652,1,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,7,R,10/25/2020,,1,1,10/5/2020,1,10/5/2020,55174,1,8/29/2021,0,8/29/2021,,1,14161,24.09,453,,,CASH,,,,0,,,5,,48,10/10/2021,,,0,,0,8/1/2021 12:06,9/15/2021 14:13,,0,0,,
454,APON-030-058-1236-19,1,34,1880,3,3,654,7,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,19,R,1/24/2021,,1,1,1/4/2021,1,1/4/2021,55174,1,12/12/2021,0,12/12/2021,,1,28420,24.09,454,,,CASH,,,,0,,,5,,53,1/16/2022,,,0,,0,8/1/2021 12:06,12/13/2021 10:43,,0,0,,
455,APON-030-058-1237-09,1,34,1880,3,3,655,58,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,9,R,1/17/2021,,1,1,12/28/2020,1,12/28/2020,33780,1,1/23/2022,0,1/23/2022,,1,16770,14.75,455,,,CASH,,,,0,,,5,,48,1/9/2022,,,0,,0,8/1/2021 12:06,2/22/2022 13:01,,0,0,,
456,APON-030-058-1240-10,1,34,1880,3,3,657,1,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,10,R,5/16/2021,,1,1,5/2/2021,1,5/2/2021,22520,1,5/8/2022,0,5/8/2022,,1,17060,9.83,456,,,CASH,,,,0,,,5,,33,5/8/2022,,,0,,0,8/1/2021 12:06,5/8/2022 19:46,,0,0,,
457,APON-030-059-1260-13,1,34,1881,3,3,661,86,D,60000,24,0,7560,0,0,,600,67560,46,1500,W,12,30,H,13,R,3/21/2021,,1,1,3/7/2021,1,3/7/2021,67560,1,10/16/2022,0,10/16/2022,,1,44880,29.49,457,,,CASH,,,,0,,,5,,61,3/6/2022,,,0,,0,8/1/2021 12:06,10/17/2022 15:21,,0,0,,
458,APON-030-059-1263-06,1,34,1881,3,3,663,1,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,6,R,2/7/2021,,1,1,1/24/2021,1,1/24/2021,11260,1,2/6/2022,0,2/6/2022,,1,6430,4.92,458,,,CASH,,,,0,,,5,,53,1/30/2022,,,0,,0,8/1/2021 12:06,2/7/2022 10:50,,0,0,,
459,APON-030-059-1267-06,1,34,1881,3,3,665,88,D,25000,24,0,3150,0,0,,250,28150,46,625,W,12,30,H,6,R,2/14/2021,,1,1,1/25/2021,1,1/25/2021,28150,1,3/27/2022,0,3/27/2022,,1,16600,12.29,459,,,CASH,,,,0,,,5,,43,2/6/2022,,,0,,0,8/1/2021 12:06,3/27/2022 20:55,,0,0,,
460,APON-030-059-1269-07,1,34,1881,3,3,667,7,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,7,R,1/5/2020,,1,1,12/22/2019,1,12/22/2019,33780,1,4/3/2022,0,4/3/2022,,1,7230,14.75,460,,,CASH,,,,0,,,5,,44,2/7/2021,,,0,,0,8/1/2021 12:06,4/3/2022 18:51,,0,0,,
461,APON-030-060-1274-16,1,34,1882,3,3,668,7,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,16,R,1/24/2021,,1,1,1/10/2021,1,1/10/2021,55174,1,1/23/2022,0,1/23/2022,,1,28420,24.09,461,,,CASH,,,,0,,,5,,50,1/16/2022,,,0,,0,8/1/2021 12:06,1/23/2022 19:22,,0,0,,
462,APON-030-060-1278-16,1,34,1882,3,3,670,1,D,15000,24,0,1890,0,0,,150,16890,46,375,W,12,30,H,16,R,7/18/2021,,1,1,6/27/2021,1,6/27/2021,16890,1,7/3/2022,0,7/3/2022,,1,15000,7.37,462,,,CASH,,,,0,,,5,,53,7/3/2022,,,0,,0,8/1/2021 12:06,7/3/2022 19:23,,0,0,,
463,APON-030-060-1282-04,1,34,1882,3,3,672,7,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,4,R,3/7/2021,,1,1,2/15/2021,1,2/15/2021,11260,1,2/20/2022,0,2/20/2022,,1,6640,4.92,463,,,CASH,,,,0,,,5,,43,2/20/2022,,,0,,0,8/1/2021 12:06,2/22/2022 13:25,,0,0,,
464,APON-030-060-1283-11,1,34,1882,3,3,673,7,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,11,R,1/3/2021,,1,1,12/20/2020,1,12/20/2020,22520,1,1/2/2022,0,1/2/2022,,1,10340,9.83,464,,,CASH,,,,0,,,5,,51,12/19/2021,,,0,,0,8/1/2021 12:06,2/14/2022 14:25,,0,0,,
465,APON-030-060-1284-18,1,34,1882,3,3,674,1,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,18,R,12/13/2020,,1,1,11/29/2020,1,11/29/2020,55174,1,11/28/2021,0,11/28/2021,,1,22246,24.09,465,,,CASH,,,,0,,,5,,50,11/28/2021,,,0,,0,8/1/2021 12:06,11/28/2021 19:40,,0,0,,
466,APON-030-060-1285-05,1,34,1882,3,3,675,1,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,5,R,2/28/2021,,1,1,2/8/2021,1,2/8/2021,45040,1,1/23/2022,0,1/23/2022,,1,26560,19.66,466,,,CASH,,,,0,,,5,,36,2/13/2022,,,0,,0,8/1/2021 12:06,1/23/2022 19:22,,0,0,,
467,APON-030-060-1288-10,1,34,1882,3,3,676,85,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,10,R,2/14/2021,,1,1,1/31/2021,1,1/31/2021,45040,1,2/13/2022,0,2/13/2022,,1,25720,19.66,467,,,CASH,,,,0,,,5,,54,2/6/2022,,,0,,0,8/1/2021 12:06,2/14/2022 21:43,,0,0,,
468,APON-030-060-1289-11,1,34,1882,3,3,677,85,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,11,R,9/6/2020,,1,1,8/16/2020,1,8/16/2020,55174,1,8/29/2021,0,8/29/2021,,1,5929,24.09,468,,,CASH,,,,0,,,5,,51,8/22/2021,,,0,,0,8/1/2021 12:06,9/15/2021 14:13,,0,0,,
469,APON-030-060-1290-05,1,34,1882,3,3,678,1,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,5,R,12/20/2020,,1,1,12/6/2020,1,12/6/2020,33780,1,12/12/2021,0,12/12/2021,,1,14250,14.75,469,,,CASH,,,,0,,,5,,36,12/5/2021,,,0,,0,8/1/2021 12:06,2/14/2022 14:06,,0,0,,
470,APON-030-060-1291-11,1,34,1882,3,3,679,1,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,11,R,6/6/2021,,1,1,5/23/2021,1,5/23/2021,33780,1,4/3/2022,0,4/3/2022,,1,27480,14.75,470,,,CASH,,,,0,,,5,,32,6/5/2022,,,0,,0,8/1/2021 12:06,4/3/2022 18:51,,0,0,,
471,APON-030-060-1292-10,1,34,1882,3,3,680,7,D,50000,24,0,6300,0,0,,500,56300,46,1250,W,12,30,H,10,R,1/24/2021,,1,1,1/10/2021,1,1/10/2021,56300,1,1/23/2022,0,1/23/2022,,1,29000,24.58,471,,,CASH,,,,0,,,5,,35,1/16/2022,,,0,,0,8/1/2021 12:06,1/23/2022 19:22,,0,0,,
472,APON-030-060-1293-09,1,34,1882,3,3,681,7,D,35000,24,0,4410,0,0,,350,39410,46,875,W,12,30,H,9,R,2/14/2021,,1,1,1/25/2021,1,1/25/2021,39410,1,12/12/2021,0,12/12/2021,,1,21770,17.2,472,,,CASH,,,,0,,,5,,31,2/6/2022,,,0,,0,8/1/2021 12:06,2/14/2022 14:06,,0,0,,
473,APON-030-061-1298-01,1,34,1883,3,3,683,1,D,15000,24,0,1890,0,0,,150,16890,46,375,W,12,30,H,1,R,11/16/2020,,1,1,11/2/2020,1,11/2/2020,16890,1,10/11/2021,0,10/11/2021,,1,5055,7.37,473,,,CASH,,,,0,,,5,,46,11/8/2021,,,0,,0,8/1/2021 12:06,10/12/2021 9:26,,0,0,,
474,APON-030-061-1301-01,1,34,1883,3,3,685,1,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,1,R,11/23/2020,,1,1,11/9/2020,1,11/9/2020,11260,1,11/15/2021,0,11/15/2021,,1,3610,4.92,474,,,CASH,,,,0,,,5,,32,11/15/2021,,,0,,0,8/1/2021 12:06,11/17/2021 9:24,,0,0,,
475,APON-030-061-1304-06,1,34,1883,3,3,686,71,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,6,R,5/17/2021,,1,1,5/3/2021,1,5/3/2021,11260,1,4/11/2022,0,4/11/2022,,1,8530,4.92,475,,,CASH,,,,0,,,5,,34,4/25/2022,,,0,,0,8/1/2021 12:06,4/13/2022 14:06,,0,0,,
476,APON-030-062-1310-20,1,34,1884,3,3,687,85,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,20,R,1/18/2021,,1,1,12/29/2020,1,12/29/2020,33780,1,11/29/2021,0,11/29/2021,,1,15510,14.75,476,,,CASH,,,,0,,,5,,55,1/10/2022,,,0,,0,8/1/2021 12:06,12/1/2021 12:41,,0,0,,
477,APON-030-062-1311-14,1,34,1884,3,3,688,85,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,14,R,6/7/2021,,1,1,5/24/2021,1,5/24/2021,55174,1,5/16/2022,0,5/16/2022,,1,44884,24.09,477,,,CASH,,,,0,,,5,,54,5/23/2022,,,0,,0,8/1/2021 12:06,5/16/2022 18:42,,0,0,,
478,APON-030-062-1312-17,1,34,1884,3,3,689,85,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,17,R,11/16/2020,,1,1,11/2/2020,1,11/2/2020,55174,1,10/25/2021,0,10/25/2021,,1,16513,24.09,478,,,CASH,,,,0,,,5,,46,11/8/2021,,,0,,0,8/1/2021 12:06,10/26/2021 11:50,,0,0,,
479,APON-030-062-1313-17,1,34,1884,3,3,690,85,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,17,R,12/21/2020,,1,1,12/7/2020,1,12/7/2020,11260,1,12/13/2021,0,12/13/2021,,1,4540,4.92,479,,,CASH,,,,0,,,5,,42,12/13/2021,,,0,,0,8/1/2021 12:06,12/14/2021 11:01,,0,0,,
480,APON-030-062-1316-10,1,34,1884,3,3,691,85,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,10,R,3/1/2021,,1,1,2/15/2021,1,2/15/2021,11260,1,1/24/2022,0,1/24/2022,,1,6640,4.92,480,,,CASH,,,,0,,,5,,64,2/28/2022,,,0,,0,8/1/2021 12:06,1/24/2022 16:23,,0,0,,
481,APON-030-062-1322-12,1,34,1884,3,3,693,85,D,50000,24,0,6300,0,0,,500,56300,46,1250,W,12,30,H,12,R,4/12/2021,,1,1,3/23/2021,1,3/23/2021,56300,1,2/14/2022,0,2/14/2022,,1,38450,24.58,481,,,CASH,,,,0,,,5,,49,3/28/2022,,,0,,0,8/1/2021 12:06,2/15/2022 11:28,,0,0,,
482,APON-030-062-1323-13,1,34,1884,3,3,694,85,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,13,R,10/19/2020,,1,1,10/5/2020,1,10/5/2020,55174,1,9/13/2021,0,9/13/2021,,1,12985,24.09,482,,,CASH,,,,0,,,5,,44,10/18/2021,,,0,,0,8/1/2021 12:06,9/15/2021 16:22,,0,0,,
483,APON-030-062-1324-12,1,34,1884,3,3,695,85,D,25000,24,0,3150,0,0,,250,28150,46,625,W,12,30,H,12,R,3/8/2021,,1,1,2/22/2021,1,2/22/2021,28150,1,2/14/2022,0,2/14/2022,,1,17125,12.29,483,,,CASH,,,,0,,,5,,49,3/7/2022,,,0,,0,8/1/2021 12:06,2/15/2022 11:28,,0,0,,
484,APON-030-062-1325-13,1,34,1884,3,3,696,85,D,25000,24,0,3150,0,0,,250,28150,46,625,W,12,30,H,13,R,7/19/2021,,1,1,6/28/2021,1,6/28/2021,28150,1,6/13/2022,0,6/13/2022,,1,25000,12.29,484,,,CASH,,,,0,,,5,,40,6/20/2022,,,0,,0,8/1/2021 12:06,6/13/2022 19:46,,0,0,,
485,APON-030-062-1326-08,1,34,1884,3,3,697,85,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,8,R,10/5/2020,,1,1,9/21/2020,1,9/21/2020,55174,1,9/6/2021,0,9/6/2021,,1,10633,24.09,485,,,CASH,,,,0,,,5,,44,10/4/2021,,,0,,0,8/1/2021 12:06,9/8/2021 16:18,,0,0,,
486,APON-030-062-1328-07,1,34,1884,3,3,698,85,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,7,R,3/8/2021,,1,1,2/22/2021,1,2/22/2021,11260,1,1/3/2022,0,1/3/2022,,1,6850,4.92,486,,,CASH,,,,0,,,5,,51,3/7/2022,,,0,,0,8/1/2021 12:06,1/4/2022 16:51,,0,0,,
487,APON-030-062-1329-14,1,34,1884,3,3,699,85,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,14,R,4/12/2021,,1,1,3/9/2021,1,3/9/2021,22520,1,12/27/2021,0,12/27/2021,,1,14540,9.83,487,,,CASH,,,,0,,,5,,37,3/28/2022,,,0,,0,8/1/2021 12:06,12/29/2021 17:10,,0,0,,
488,APON-030-063-1336-20,1,34,1885,3,3,701,86,D,70000,24,0,8820,0,0,,700,78820,46,1750,W,12,30,H,20,R,1/11/2021,,1,1,12/28/2020,1,12/28/2020,78820,1,12/27/2021,0,12/27/2021,,1,37660,34.41,488,,,CASH,,,,0,,,5,,49,1/3/2022,,,0,,0,8/1/2021 12:06,12/29/2021 17:10,,0,0,,
489,APON-030-063-1347-13,1,34,1885,3,3,702,5,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,13,R,10/12/2020,,1,1,9/23/2020,1,9/23/2020,33780,1,8/23/2021,0,8/23/2021,,1,6510,14.75,489,,,CASH,,,,0,,,5,,44,10/11/2021,,,0,,0,8/1/2021 12:06,9/15/2021 14:13,,0,0,,
490,APON-030-063-1348-06,1,34,1885,3,3,703,58,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,6,R,2/8/2021,,1,1,1/19/2021,1,1/19/2021,55174,1,1/17/2022,0,1/17/2022,,1,28420,24.09,490,,,CASH,,,,0,,,5,,30,1/31/2022,,,0,,0,8/1/2021 12:06,1/17/2022 20:05,,0,0,,
491,APON-030-063-1349-14,1,34,1885,3,3,704,25,D,50000,24,0,6300,0,0,,500,56300,46,1250,W,12,30,H,14,R,7/24/2017,,1,1,7/10/2017,1,7/10/2017,,0,,1,,,1,6656,24.58,491,,,CASH,,,,0,,,5,,49,6/4/2018,,,0,,0,8/1/2021 12:06,8/4/2021 9:59,,0,0,,
492,APON-030-063-1350-17,1,34,1885,3,3,705,7,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,17,R,1/4/2021,,1,1,12/21/2020,1,12/21/2020,22520,1,12/20/2021,0,12/20/2021,,1,9920,9.83,492,,,CASH,,,,0,,,5,,65,12/27/2021,,,0,,0,8/1/2021 12:06,12/21/2021 13:32,,0,0,,
493,APON-030-063-1354-12,1,34,1885,3,3,706,1,D,69000,24,0,8694,0,0,,690,77694,46,1725,W,12,30,H,12,R,5/24/2021,,1,1,5/5/2021,1,5/5/2021,77694,1,3/14/2022,0,3/14/2022,,1,58857,33.92,493,,,CASH,,,,0,,,5,,54,5/9/2022,,,0,,0,8/1/2021 12:06,4/13/2022 14:06,,0,0,,
494,APON-030-063-1356-13,1,34,1885,3,3,707,1,D,80000,24,0,10080,0,0,,800,90080,46,2000,W,12,30,H,13,R,3/22/2021,,1,1,3/8/2021,1,3/8/2021,90080,1,11/8/2021,0,11/8/2021,,1,63200,39.32,494,,,CASH,,,,0,,,5,,41,3/21/2022,,,0,,0,8/1/2021 12:06,11/15/2021 9:29,,0,0,,
495,APON-030-063-1361-10,1,34,1885,3,3,710,88,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,10,R,3/15/2021,,1,1,3/1/2021,1,3/1/2021,33780,1,3/7/2022,0,3/7/2022,,1,22440,14.75,495,,,CASH,,,,0,,,5,,30,3/14/2022,,,0,,0,8/1/2021 12:06,3/7/2022 21:42,,0,0,,
496,APON-030-063-1363-10,1,34,1885,3,3,711,4,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,10,R,12/28/2020,,1,1,12/8/2020,1,12/8/2020,33780,1,11/29/2021,0,11/29/2021,,1,13620,14.75,496,,,CASH,,,,0,,,5,,37,12/20/2021,,,0,,0,8/1/2021 12:06,12/1/2021 12:41,,0,0,,
497,APON-030-064-1368-17,1,34,1886,3,3,715,41,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,17,R,6/15/2021,,1,1,5/27/2021,1,5/27/2021,55174,1,5/10/2022,0,5/10/2022,,1,44884,24.09,497,,,CASH,,,,0,,,5,,60,5/24/2022,,,0,,0,8/1/2021 12:06,5/10/2022 20:26,,0,0,,
498,APON-030-064-1371-16,1,34,1886,3,3,717,86,D,50000,24,0,6300,0,0,,500,56300,46,1250,W,12,30,H,16,R,6/8/2021,,1,1,5/25/2021,1,5/25/2021,56300,1,3/22/2022,0,3/22/2022,,1,45800,24.58,498,,,CASH,,,,0,,,5,,42,5/17/2022,,,0,,0,8/1/2021 12:06,3/22/2022 19:07,,0,0,,
499,APON-030-064-1372-18,1,34,1886,3,3,718,38,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,18,R,10/27/2020,,1,1,10/13/2020,1,10/13/2020,55174,1,8/24/2021,0,8/24/2021,,1,12985,24.09,499,,,CASH,,,,0,,,5,,43,9/28/2021,,,0,,0,8/1/2021 12:06,9/1/2021 18:14,,0,0,,
500,APON-030-064-1373-17,1,34,1886,3,3,719,85,D,60000,24,0,7560,0,0,,600,67560,46,1500,W,12,30,H,17,R,11/24/2020,,1,1,11/10/2020,1,11/10/2020,67560,1,9/14/2021,0,9/14/2021,,1,21660,29.49,500,,,CASH,,,,0,,,5,,38,10/26/2021,,,0,,0,8/1/2021 12:06,11/10/2021 22:23,,0,0,,
501,APON-030-064-1374-17,1,34,1886,3,3,720,1,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,17,R,3/2/2021,,1,1,2/16/2021,1,2/16/2021,22520,1,2/8/2022,0,2/8/2022,,1,13280,9.83,501,,,CASH,,,,0,,,5,,54,2/1/2022,,,0,,0,8/1/2021 12:06,2/8/2022 20:10,,0,0,,
502,APON-030-064-1376-10,1,34,1886,3,3,721,1,D,45000,24,0,5670,0,0,,450,50670,46,1125,W,12,30,H,10,R,11/17/2020,,1,1,11/3/2020,1,11/3/2020,50670,1,10/12/2021,0,10/12/2021,,1,15165,22.12,502,,,CASH,,,,0,,,5,,42,10/19/2021,,,0,,0,8/1/2021 12:06,10/21/2021 14:29,,0,0,,
503,APON-030-064-1380-17,1,34,1886,3,3,722,58,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,17,R,1/5/2021,,1,1,12/22/2020,1,12/22/2020,,0,,1,,,1,41797,24.09,503,,,CASH,,,,0,,,5,,43,12/7/2021,,,0,,0,8/1/2021 12:06,10/19/2021 13:36,,0,0,,
504,APON-030-064-1381-13,1,34,1886,3,3,723,31,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,13,R,7/27/2021,,1,1,6/23/2021,1,6/23/2021,22520,1,4/12/2022,0,4/12/2022,,1,20000,9.83,504,,,CASH,,,,0,,,5,,56,6/14/2022,,,0,,0,8/1/2021 12:06,4/12/2022 20:14,,0,0,,
505,APON-030-064-1382-12,1,34,1886,3,3,724,1,D,15000,24,0,1890,0,0,,150,16890,46,375,W,12,30,H,12,R,12/29/2020,,1,1,12/15/2020,1,12/15/2020,16890,1,11/23/2021,0,11/23/2021,,1,7125,7.37,505,,,CASH,,,,0,,,5,,53,11/30/2021,,,0,,0,8/1/2021 12:06,11/24/2021 17:22,,0,0,,
506,APON-030-064-1383-05,1,34,1886,3,3,725,1,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,5,R,1/26/2021,,1,1,1/12/2021,1,1/12/2021,11260,1,1/11/2022,0,1/11/2022,,1,5590,4.92,506,,,CASH,,,,0,,,5,,35,12/28/2021,,,0,,0,8/1/2021 12:06,1/12/2022 18:51,,0,0,,
507,APON-030-064-1388-11,1,34,1886,3,3,726,86,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,11,R,5/25/2021,,1,1,5/11/2021,1,5/11/2021,55174,1,4/5/2022,0,4/5/2022,,1,42826,24.09,507,,,CASH,,,,0,,,5,,36,4/26/2022,,,0,,0,8/1/2021 12:06,4/5/2022 19:20,,0,0,,
508,APON-030-064-1390-09,1,34,1886,3,3,728,1,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,9,R,5/11/2021,,1,1,4/27/2021,1,4/27/2021,55174,1,4/12/2022,0,4/12/2022,,1,40768,24.09,508,,,CASH,,,,0,,,5,,33,4/12/2022,,,0,,0,8/1/2021 12:06,4/12/2022 20:14,,0,0,,
509,APON-030-064-1391-10,1,34,1886,3,3,729,1,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,10,R,3/9/2021,,1,1,2/23/2021,1,2/23/2021,11260,1,1/11/2022,0,1/11/2022,,1,6850,4.92,509,,,CASH,,,,0,,,5,,49,2/8/2022,,,0,,0,8/1/2021 12:06,1/12/2022 18:51,,0,0,,
510,APON-030-064-1392-12,1,34,1886,3,3,730,88,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,12,R,8/10/2021,,1,1,6/22/2021,1,6/22/2021,55174,1,6/7/2022,0,6/7/2022,,1,49000,24.09,510,,,CASH,,,,0,,,5,,37,6/28/2022,,,0,,0,8/1/2021 12:06,6/7/2022 19:48,,0,0,,
511,APON-030-065-1393-15,1,34,1887,3,3,731,1,D,15000,24,0,1890,0,0,,150,16890,46,375,W,12,30,H,15,R,3/30/2021,,1,1,3/10/2021,1,3/10/2021,16890,1,9/28/2021,0,9/28/2021,,1,11220,7.37,511,,,CASH,,,,0,,,5,,55,3/1/2022,,,0,,0,8/1/2021 12:06,11/10/2021 22:23,,0,0,,
512,APON-030-065-1395-20,1,34,1887,3,3,733,7,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,20,R,11/3/2020,,1,1,10/20/2020,1,10/20/2020,11260,1,9/14/2021,0,9/14/2021,,1,2890,4.92,512,,,CASH,,,,0,,,5,,49,10/5/2021,,,0,,0,8/1/2021 12:06,9/16/2021 10:03,,0,0,,
513,APON-030-065-1402-09,1,34,1887,3,3,736,1,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,9,R,5/18/2021,,1,1,5/4/2021,1,5/4/2021,22520,1,4/12/2022,0,4/12/2022,,1,17060,9.83,513,,,CASH,,,,0,,,5,,48,4/19/2022,,,0,,0,8/1/2021 12:06,4/12/2022 20:14,,0,0,,
514,APON-030-065-1409-13,1,34,1887,3,3,739,86,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,13,R,11/10/2020,,1,1,10/27/2020,1,10/27/2020,33780,1,10/19/2021,0,10/19/2021,,1,9840,14.75,514,,,CASH,,,,0,,,5,,56,10/12/2021,,,0,,0,8/1/2021 12:06,10/23/2021 10:16,,0,0,,
515,APON-030-065-1410-02,1,34,1887,3,3,740,1,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,2,R,1/5/2021,,1,1,12/22/2020,1,12/22/2020,11260,1,10/26/2021,0,10/26/2021,,1,4540,4.92,515,,,CASH,,,,0,,,5,,54,12/7/2021,,,0,,0,8/1/2021 12:06,10/26/2021 19:25,,0,0,,
516,APON-030-065-1412-11,1,34,1887,3,3,741,1,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,11,R,12/8/2020,,1,1,11/24/2020,1,11/24/2020,11260,1,11/2/2021,0,11/2/2021,,1,4090,4.92,516,,,CASH,,,,0,,,5,,49,11/9/2021,,,0,,0,8/1/2021 12:06,11/3/2021 11:45,,0,0,,
517,APON-030-066-1418-13,1,34,1888,3,3,743,1,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,13,R,2/17/2021,,1,1,2/3/2021,1,2/3/2021,11260,1,2/23/2022,0,2/23/2022,,1,6640,4.92,517,,,CASH,,,,0,,,5,,47,2/16/2022,,,0,,0,8/1/2021 12:06,2/24/2022 13:29,,0,0,,
518,APON-030-066-1420-16,1,34,1888,3,3,745,38,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,16,R,9/23/2020,,1,1,9/9/2020,1,9/9/2020,11260,1,8/18/2021,0,8/18/2021,,1,2170,4.92,518,,,CASH,,,,0,,,5,,36,9/22/2021,,,0,,0,8/1/2021 12:06,9/9/2021 18:35,,0,0,,
519,APON-030-066-1423-11,1,34,1888,3,3,746,1,D,35000,24,0,4410,0,0,,350,39410,46,875,W,12,30,H,11,R,4/21/2021,,1,1,4/7/2021,1,4/7/2021,39410,1,2/23/2022,0,2/23/2022,,1,28385,17.2,519,,,CASH,,,,0,,,5,,62,4/6/2022,,,0,,0,8/1/2021 12:06,2/24/2022 13:29,,0,0,,
520,APON-030-066-1431-15,1,34,1888,3,3,747,38,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,15,R,2/10/2021,,1,1,1/27/2021,1,1/27/2021,22520,1,2/9/2022,0,2/9/2022,,1,12860,9.83,520,,,CASH,,,,0,,,5,,36,2/9/2022,,,0,,0,8/1/2021 12:06,2/12/2022 19:17,,0,0,,
